Body	ViewCount	LastActivityDate	Title	LastEditorUserId	LastEditorDisplayName	LastEditDate	CommentCount	AnswerCount	AcceptedAnswerId	Score	PostTypeId	OwnerUserId	Tags	CreationDate	FavoriteCount	Id	ParentId	CommunityOwnedDate	ClosedDate
10180	0	63065	-1	-1	-1	-1	-1	-1	-1	3	2	91	-1	63065	-1	3119	3106	-1	-1
35869	0	19124	-1	269	46406	19124	-1	-1	-1	2	2	269	-1	15113	-1	3120	3088	60663	-1
40346	4383	33075	25404	4714	0	45927	-1	2	3127	0	1	404	10988	17730	-1	3121	-1	-1	42723
64919	0	37372	-1	-1	-1	-1	1	-1	-1	2	2	372	-1	37372	-1	3122	3067	-1	-1
53541	0	6785	-1	-1	-1	-1	-1	-1	-1	0	2	372	-1	6785	-1	3125	3088	60663	-1
17354	0	6194	-1	8817	6453	6194	-1	-1	-1	0	2	86	-1	42369	-1	3126	3112	-1	-1
48519	0	54474	-1	-1	-1	-1	1	-1	-1	1	2	46	-1	54474	-1	3127	3121	-1	-1
12736	0	6011	-1	-1	-1	-1	-1	-1	-1	0	2	232	-1	6011	-1	3128	805	-1	-1
54646	0	20054	-1	232	26852	20054	-1	-1	-1	0	2	232	-1	53704	-1	3129	2780	-1	-1
45475	0	59619	-1	95	0	59619	-1	-1	-1	13	2	95	-1	55587	-1	3130	2775	-1	-1
48607	0	33462	-1	-1	-1	-1	-1	-1	-1	17	2	86	-1	33462	-1	3134	3112	-1	-1
54523	0	27485	-1	-1	-1	-1	-1	-1	-1	1	2	278	-1	27485	-1	3135	3088	60663	-1
56861	305	17533	30424	729768	64427	17533	-1	3	3139	4	1	87	51099	18060	-1	3136	-1	-1	-1
41213	0	63136	-1	-1	-1	-1	-1	-1	-1	9	2	91	-1	63136	-1	3139	3136	-1	-1
63320	0	13108	-1	61164	48013	13108	7	-1	-1	154	2	373	-1	60403	-1	3140	3058	-1	-1
8697	0	56534	-1	-1	-1	-1	-1	-1	-1	1	2	475	-1	56534	-1	3141	177	6122	-1
40710	2694	62784	35751	253	14347	11330	-1	4	880219	5	1	253	15774	20993	4	3143	-1	-1	-1
21308	2992	20537	57020	-1	-1	-1	-1	3	3146	7	1	475	8390	12622	5	3144	-1	-1	15250
20992	0	31528	-1	1	3818	36464	-1	-1	-1	4	2	86	-1	21271	-1	3145	3136	-1	-1
16224	0	31438	-1	1	3818	31438	-1	-1	-1	6	2	445	-1	21247	-1	3146	3144	-1	-1
16862	1618	20336	52429	2134	36582	20336	-1	6	15075	18	1	380	57266	885	3	3147	-1	-1	-1
15951	0	62509	-1	391	59675	62509	-1	-1	-1	3	2	391	-1	46866	-1	3149	3144	-1	-1
51446	24899	38558	38369	63550	36582	54538	2	15	35963	38	1	370	65259	32110	26	3150	-1	-1	-1
826	0	20715	-1	-1	-1	-1	-1	-1	-1	5	2	341	-1	20715	-1	3151	3144	-1	-1
48700	0	18410	-1	-1	-1	-1	1	-1	-1	2	2	51	-1	18410	-1	3152	3147	-1	-1
63101	0	20263	-1	95	0	20263	5	-1	-1	14	2	95	-1	15611	-1	3154	2775	-1	-1
17060	0	59676	-1	-1	-1	-1	-1	-1	-1	2	2	192	-1	59676	-1	3155	3147	-1	-1
23995	1855	28350	50386	1	3818	10913	-1	3	4449	8	1	476	51084	54869	1	3157	-1	-1	-1
25476	0	64473	-1	122607	0	64473	-1	-1	-1	2	2	39	-1	40418	-1	3158	3067	-1	-1
32662	0	12036	-1	1	3818	50835	-1	-1	-1	1	2	383	-1	17259	-1	3159	3157	-1	-1
40328	0	64298	-1	-1	-1	-1	-1	-1	-1	1	2	265	-1	64298	-1	3161	3157	-1	-1
549	0	65131	-1	342	0	65131	-1	-1	-1	0	2	342	-1	43209	-1	3162	3150	-1	-1
22396	14851	57513	39070	1288	0	57513	-1	6	10030	9	1	22	2872	3584	-1	3163	-1	-1	-1
51043	21401	23608	17388	-1	0	47187	1	4	3218	15	1	192	6516	35800	7	3164	-1	-1	-1
58116	62777	2757	19146	109941	0	40520	4	10	-1	137	1	481	12226	546	100	3175	-1	-1	62107
55979	359	51464	28571	2134	36582	51464	-1	2	-1	1	1	481	60079	14422	-1	3176	-1	-1	-1
36075	0	30933	-1	51	37027	30933	3	-1	-1	3	2	51	-1	18445	-1	3178	3164	-1	-1
5074	4292	55761	41780	-1	-1	-1	-1	7	3188	23	1	479	43083	65080	8	3180	-1	-1	-1
37153	0	26033	-1	-1	-1	-1	-1	-1	-1	1	2	383	-1	26033	-1	3185	3163	-1	-1
37368	0	55761	-1	91	38871	55761	-1	-1	-1	31	2	91	-1	47897	-1	3188	3180	-1	-1
2354	0	1823	-1	-1	-1	-1	-1	-1	-1	0	2	383	-1	1823	-1	3194	3163	-1	-1
18145	5003	44511	42808	63550	3818	44511	-1	3	3197	7	1	230	38543	801	2	3196	-1	-1	-1
63019	0	25901	-1	383	2046	25901	1	-1	-1	29	2	383	-1	304	-1	3197	3196	-1	-1
9329	0	29308	-1	1384652	64072	29308	8	-1	-1	42	2	1384652	-1	11848	-1	3198	3088	60663	-1
34125	0	2158	-1	507519	0	2158	-1	-1	-1	3	2	143	-1	5452	-1	3200	2384	-1	-1
56867	0	40616	-1	-1	-1	-1	-1	-1	-1	1	2	484	-1	40616	-1	3203	2898	31277	-1
20258	0	55327	-1	-1	-1	-1	-1	-1	-1	3	2	482	-1	55327	-1	3204	3027	-1	-1
47784	0	44685	-1	-1	-1	-1	1	-1	-1	6	2	482	-1	44685	-1	3205	2898	31277	-1
64215	0	11760	-1	-1	-1	-1	2	-1	-1	1	2	383	-1	11760	-1	3207	3027	-1	-1
11021	0	57872	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	57872	-1	3211	2898	31277	-1
18540	5790	18037	19998	4714	7368	18037	2	6	3267	23	1	383	16217	30355	9	3213	-1	-1	-1
9576	0	14670	-1	275	39740	14670	-1	-1	-1	1	2	275	-1	11318	-1	3215	3213	-1	-1
37755	0	13842	-1	445	11600	13842	-1	-1	-1	5	2	445	-1	11144	-1	3216	3213	-1	-1
30937	0	38230	-1	-1	-1	-1	2	-1	-1	19	2	486	-1	38230	-1	3217	2898	31277	-1
3205	0	5606	-1	383	2046	5606	2	-1	-1	15	2	383	-1	29540	-1	3218	3164	-1	-1
3114	0	11679	-1	483	6826	11679	-1	-1	-1	11	2	483	-1	30877	-1	3220	1625	-1	-1
31579	0	65533	-1	-1	-1	-1	-1	-1	-1	2	2	377	-1	65533	-1	3221	1625	-1	-1
54893	0	24126	-1	-1	-1	-1	-1	-1	-1	0	2	51	-1	24126	-1	3223	3213	-1	-1
3184	2055	62988	14569	396458	8178	62988	-1	5	3225	6	1	486	13358	22772	1	3224	-1	-1	-1
25117	0	13883	-1	-1	-1	-1	2	-1	-1	6	2	486	-1	13883	-1	3225	3224	-1	-1
33688	0	2632	-1	1	3818	2632	-1	-1	-1	3	2	487	-1	18436	-1	3228	3213	-1	-1
64210	7097	50397	61461	-1	-1	-1	-1	5	10141	7	1	370	59505	33450	3	3230	-1	-1	-1
65076	7335	2788	777	-1	0	13155	-1	3	842632	10	1	381	50280	20694	1	3231	-1	-1	-1
17951	0	1140	-1	383	2046	1140	-1	-1	-1	2	2	383	-1	43539	-1	3233	3224	-1	-1
22802	10623	19514	57520	231	57017	47622	-1	3	14496	3	1	231	34742	51035	1	3234	-1	19514	-1
65521	0	13999	-1	-1	-1	-1	-1	-1	-1	0	2	383	-1	13999	-1	3240	3234	-1	-1
53660	0	27853	-1	-1	-1	-1	1	-1	-1	1	2	377	-1	27853	-1	3241	3027	-1	-1
2739	0	902	-1	-1	-1	-1	-1	-1	-1	1	2	483	-1	902	-1	3242	698	17968	-1
44522	0	22463	-1	246	53072	22463	-1	-1	-1	1	2	246	-1	48303	-1	3243	1625	-1	-1
14928	0	28564	-1	-1	-1	-1	-1	-1	-1	7	2	267	-1	28564	-1	3245	3180	-1	-1
61015	0	10053	-1	-1	-1	-1	-1	-1	-1	0	2	383	-1	10053	-1	3246	3176	-1	-1
36899	245	18015	2058	6445	59280	63450	-1	2	3252	1	1	195	50819	8176	-1	3248	-1	-1	-1
45264	0	45556	-1	-1	-1	-1	-1	-1	-1	3	2	491	-1	45556	-1	3249	2898	31277	-1
26671	0	16325	-1	-1	-1	-1	-1	-1	-1	3	2	51	-1	16325	-1	3252	3248	-1	-1
15441	53082	56246	34708	-1	44034	22769	3	22	4852666	150	1	46	57009	18003	197	3255	-1	-1	-1
16212	12093	19781	21595	1288	0	45440	-1	8	3288	20	1	186	3393	47429	13	3260	-1	-1	-1
60614	0	27271	-1	63550	0	27271	2	-1	-1	13	2	489	-1	14048	-1	3261	9	13632	-1
44018	0	26728	-1	332	59580	26728	2	-1	-1	29	2	332	-1	39653	-1	3267	3213	-1	-1
49795	0	8412	-1	-1	-1	-1	-1	-1	-1	1	2	491	-1	8412	-1	3271	1644	31397	-1
7685	904	45371	16926	4714	36582	45371	-1	3	5101	1	1	377	23089	22888	-1	3272	-1	-1	-1
50906	0	53124	-1	-1	-1	-1	-1	-1	-1	2	2	492	-1	53124	-1	3273	3088	60663	-1
678	0	2383	-1	-1	-1	-1	-1	-1	-1	14	2	493	-1	2383	-1	3274	3180	-1	-1
54751	0	11584	-1	-1	-1	-1	-1	-1	-1	0	2	380	-1	11584	-1	3275	3272	-1	-1
18919	0	47512	-1	-1	-1	-1	-1	-1	-1	0	2	489	-1	47512	-1	3277	752	-1	-1
30912	0	7682	-1	63550	0	7682	-1	-1	-1	2	2	364	-1	27903	-1	3280	3255	-1	-1
1130	2776	53346	44378	-1	0	24911	-1	5	4270	8	1	484	39862	51250	4	3281	-1	-1	-1
43877	0	48341	-1	-1	-1	-1	-1	-1	-1	0	2	377	-1	48341	-1	3282	3272	-1	-1
28378	22090	52684	52559	63550	2599	46824	1	7	3294	54	1	493	58345	22913	6	3284	-1	-1	-1
16506	0	14452	-1	486	50709	14452	1	-1	-1	4	2	486	-1	21759	-1	3285	564	-1	-1
46683	0	57390	-1	199	6828	57390	-1	-1	-1	5	2	199	-1	29277	-1	3288	3260	-1	-1
20229	0	19727	-1	-1	-1	-1	-1	-1	-1	0	2	383	-1	19727	-1	3289	3260	-1	-1
63786	0	48213	-1	-1	-1	-1	2	-1	-1	1	2	377	-1	48213	-1	3290	3027	-1	-1
32339	0	7903	-1	-1	-1	-1	3	-1	-1	24	2	489	-1	7903	-1	3291	3284	-1	-1
39102	0	38390	-1	-1	-1	-1	6	-1	-1	5	2	266	-1	38390	-1	3292	3284	-1	-1
22372	0	34915	-1	-1	-1	-1	2	-1	-1	64	2	267	-1	34915	-1	3294	3284	-1	-1
13747	0	58579	-1	-1	-1	-1	-1	-1	-1	2	2	267	-1	58579	-1	3297	3255	-1	-1
2244	0	32495	-1	-1	-1	-1	-1	-1	-1	0	2	488	-1	32495	-1	3299	3260	-1	-1
7717	0	58010	-1	-1	-1	-1	-1	-1	-1	0	2	279	-1	58010	-1	3300	3260	-1	-1
13128	4118	42621	13521	4228	0	22450	1	24	-1	26	1	194	21501	38797	17	3305	-1	32670	55055
11717	0	59531	-1	-1	-1	-1	-1	-1	-1	2	2	155	-1	59531	-1	3306	2993	-1	-1
38470	0	26311	-1	-1	-1	-1	-1	-1	-1	11	2	383	-1	26311	-1	3307	3305	32670	-1
15065	0	60168	-1	-1	-1	-1	-1	-1	-1	1	2	33	-1	60168	-1	3308	2913	-1	-1
5016	0	44939	-1	33	18088	44939	-1	-1	-1	3	2	33	-1	25320	-1	3309	3248	-1	-1
55152	0	47049	-1	-1	-1	-1	-1	-1	-1	0	2	257	-1	47049	-1	3310	3230	-1	-1
31417	0	50124	-1	91	38871	50124	-1	-1	-1	2	2	91	-1	13969	-1	3311	3305	32670	-1
46052	0	51885	-1	-1	-1	-1	1	-1	-1	0	2	279	-1	51885	-1	3313	1988	-1	-1
59502	0	10738	-1	-1	-1	-1	-1	-1	-1	1	2	533	-1	10738	-1	3314	3281	-1	-1
44966	5929	17655	52384	91	38871	57874	1	6	3316	5	1	503	55831	32475	1	3315	-1	-1	-1
11192	0	10995	-1	-1	-1	-1	1	-1	-1	7	2	489	-1	10995	-1	3316	3315	-1	-1
11907	0	29872	-1	-1	-1	-1	-1	-1	-1	1	2	216	-1	29872	-1	3318	3281	-1	-1
43498	15788	45787	10486	63550	0	45787	-1	5	3321	12	1	383	19980	61805	2	3319	-1	-1	-1
19998	0	14955	-1	-1	-1	-1	-1	-1	-1	2	2	192	-1	14955	-1	3320	3319	-1	-1
57032	0	44248	-1	-1	-1	-1	-1	-1	-1	33	2	489	-1	44248	-1	3321	3319	-1	-1
37564	0	14232	-1	-1	-1	-1	-1	-1	-1	1	2	51	-1	14232	-1	3323	3315	-1	-1
51845	0	53447	-1	-1	-1	-1	-1	-1	-1	0	2	257	-1	53447	-1	3325	1069	-1	-1
50463	0	42976	-1	-1	-1	-1	-1	-1	-1	3	2	501	-1	42976	-1	3329	1069	-1	-1
18030	0	61197	-1	-1	-1	-1	-1	-1	-1	1	2	342	-1	61197	-1	3331	1069	-1	-1
50032	0	35447	-1	-1	-1	-1	-1	-1	-1	2	2	507	-1	35447	-1	3345	3315	-1	-1
21054	0	608	-1	28260	0	608	-1	-1	-1	4	2	26	-1	3670	-1	3357	3305	32670	-1
42102	0	25422	-1	-1	-1	-1	-1	-1	-1	2	2	457	-1	25422	-1	3359	2987	-1	-1
46515	0	23375	-1	17389	0	23375	1	-1	-1	29	2	164	-1	32554	-1	3360	3033	-1	-1
55774	0	33118	-1	-1	-1	-1	-1	-1	-1	3	2	37	-1	33118	-1	3361	3319	-1	-1
23646	32078	59562	48603	918414	3818	59562	1	8	13130	17	1	357	24370	38984	8	3362	-1	-1	58614
45178	0	21937	-1	-1	-1	-1	-1	-1	-1	-2	2	51	-1	21937	-1	3365	3362	-1	-1
20528	0	5044	-1	-1	-1	-1	3	-1	-1	111	2	370	-1	5044	-1	3368	3255	-1	-1
51730	0	10920	-1	-1	-1	-1	-1	-1	-1	1	2	482	-1	10920	-1	3369	2798	-1	-1
62693	0	58914	-1	-1	-1	-1	-1	-1	-1	2	2	20	-1	58914	-1	3370	3362	-1	-1
44621	0	7914	-1	-1	-1	-1	-1	-1	-1	14	2	265	-1	7914	-1	3371	3362	-1	-1
3375	0	48910	-1	-1	-1	-1	-1	-1	-1	3	2	37	-1	48910	-1	3372	3362	-1	-1
11720	5821	34466	556	-1	-1	-1	-1	1	3383	0	1	302	31405	61561	-1	3374	-1	-1	-1
49109	0	30890	-1	-1	-1	-1	-1	-1	-1	1	2	161	-1	30890	-1	3375	1615	-1	-1
12647	0	62500	-1	-1	-1	-1	1	-1	-1	2	2	204	-1	62500	-1	3383	3374	-1	-1
16457	2566	3243	40133	-1	-1	-1	2	5	10747	6	1	384	29455	27008	2	3385	-1	-1	-1
64800	0	20935	-1	-1	-1	-1	-1	-1	-1	1	2	475	-1	20935	-1	3388	2913	-1	-1
6210	0	59338	-1	-1	-1	-1	2	-1	-1	14	2	383	-1	59338	-1	3390	3385	-1	-1
20927	0	35090	-1	-1	-1	-1	-1	-1	-1	9	2	35	-1	35090	-1	3395	3305	32670	-1
31125	0	23245	-1	-1	-1	-1	-1	-1	-1	1	2	75	-1	23245	-1	3398	3385	-1	-1
52148	11241	51346	44218	76337	37679	3091	-1	12	3521	6	1	35	19329	35049	6	3400	-1	-1	-1
15111	2218	11907	22797	845306	8351	53869	-1	9	3409	11	1	547	30502	33557	4	3404	-1	-1	-1
8678	0	51185	-1	419	54464	51185	-1	-1	-1	2	2	419	-1	14872	-1	3405	3400	-1	-1
10662	0	25043	-1	95	0	25043	-1	-1	-1	3	2	34	-1	28879	-1	3406	3404	-1	-1
3284	0	8783	-1	-1	-1	-1	-1	-1	-1	3	2	265	-1	8783	-1	3407	3404	-1	-1
49049	2972	22277	28226	92	1536	50991	-1	12	166705	11	1	514	513	49043	2	3408	-1	-1	-1
51031	0	20339	-1	-1	-1	-1	-1	-1	-1	12	2	60	-1	20339	-1	3409	3404	-1	-1
1673	0	17589	-1	-1	-1	-1	-1	-1	-1	2	2	482	-1	17589	-1	3410	3404	-1	-1
15607	0	7958	-1	-1	-1	-1	-1	-1	-1	1	2	383	-1	7958	-1	3413	3400	-1	-1
48549	0	12128	-1	-1	-1	-1	-1	-1	-1	1	2	91	-1	12128	-1	3415	3408	-1	-1
4713	0	52611	-1	419	54464	52611	1	-1	-1	0	2	419	-1	62477	-1	3421	3408	-1	-1
15425	0	33577	-1	-1	-1	-1	-1	-1	-1	2	2	60	-1	33577	-1	3422	3400	-1	-1
9564	0	37307	-1	-1	-1	-1	1	-1	-1	2	2	512	-1	37307	-1	3423	2214	-1	-1
13266	0	39575	-1	-1	-1	-1	-1	-1	-1	1	2	60	-1	39575	-1	3425	3408	-1	-1
55860	0	10286	-1	-1	-1	-1	-1	-1	-1	2	2	91	-1	10286	-1	3427	3400	-1	-1
50586	0	8289	-1	308	12744	8289	-1	-1	-1	2	2	308	-1	30218	-1	3428	3408	-1	-1
6386	0	50885	-1	-1	-1	-1	-1	-1	-1	0	2	514	-1	50885	-1	3431	3305	32670	-1
49832	22586	61359	36928	1209430	64072	61359	-1	9	3466	31	1	1384652	19538	13693	16	3432	-1	-1	-1
845	8702	6303	41468	816008	0	6303	1	6	20612	10	1	308	20899	37423	2	3437	-1	-1	-1
62125	0	5480	-1	1288	0	5480	-1	-1	-1	1	2	115	-1	60453	-1	3439	3432	-1	-1
45990	0	56249	-1	-1	-1	-1	-1	-1	-1	0	2	91	-1	56249	-1	3440	3432	-1	-1
40209	0	57422	-1	-1	-1	-1	1	-1	-1	5	2	34	-1	57422	-1	3441	3408	-1	-1
50974	0	51606	-1	230	60087	51606	-1	-1	-1	3	2	230	-1	25553	-1	3443	2214	-1	-1
50601	0	55750	-1	-1	-1	-1	-1	-1	-1	1	2	383	-1	55750	-1	3444	3432	-1	-1
9629	0	26834	-1	-1	-1	-1	-1	-1	-1	1	2	26	-1	26834	-1	3445	3432	-1	-1
28390	544	43735	58579	342	0	43735	1	14	3492	14	1	342	35643	64763	-1	3448	-1	-1	-1
39769	0	65031	-1	1288	0	65031	-1	-1	-1	0	2	115	-1	14490	-1	3449	3432	-1	-1
60680	0	43395	-1	-1	-1	-1	-1	-1	-1	0	2	186	-1	43395	-1	3451	3400	-1	-1
24315	79629	53961	44679	437	37679	48466	2	27	-1	50	1	437	1089	52842	31	3452	-1	40236	49014
15865	0	35708	-1	-1	-1	-1	-1	-1	-1	0	2	91	-1	35708	-1	3453	3448	-1	-1
32725	0	43577	-1	-1	-1	-1	-1	-1	-1	5	2	277	-1	43577	-1	3454	1970	-1	-1
39711	0	30439	-1	63550	0	30439	-1	-1	-1	7	2	26	-1	43016	-1	3455	3452	40236	-1
48376	0	11651	-1	-1	-1	-1	2	-1	-1	0	2	396	-1	11651	-1	3457	3448	-1	-1
24424	0	26097	-1	-1	-1	-1	-1	-1	-1	1	2	265	-1	26097	-1	3460	3448	-1	-1
55639	0	12268	-1	-1	-1	-1	-1	-1	-1	0	2	30	-1	12268	-1	3461	3448	-1	-1
61262	0	19661	-1	-1	-1	-1	1	-1	-1	0	2	115	-1	19661	-1	3462	3448	-1	-1
22040	0	968	-1	42439	0	968	-1	-1	-1	0	2	518	-1	42518	-1	3464	564	-1	-1
48585	0	30327	-1	-1	-1	-1	-1	-1	-1	0	2	1384652	-1	30327	-1	3465	3448	-1	-1
49853	0	7146	-1	-1	-1	-1	2	-1	-1	50	2	136	-1	7146	-1	3466	3432	-1	-1
64581	0	59855	-1	-1	-1	-1	-1	-1	-1	1	2	20	-1	59855	-1	3468	3448	-1	-1
61142	3573	50299	22612	50776	54781	50299	2	6	3473	6	1	383	29997	50912	4	3470	-1	-1	-1
63932	0	32018	-1	-1	-1	-1	-1	-1	-1	0	2	35	-1	32018	-1	3471	3448	-1	-1
17360	0	12990	-1	419	54464	12990	-1	-1	-1	5	2	419	-1	41634	-1	3473	3470	-1	-1
38680	0	37252	-1	-1	-1	-1	-1	-1	-1	0	2	91	-1	37252	-1	3475	3470	-1	-1
53448	0	43527	-1	-1	-1	-1	-1	-1	-1	2	2	383	-1	43527	-1	3476	3437	-1	-1
30268	0	57993	-1	-1	-1	-1	-1	-1	-1	0	2	507	-1	57993	-1	3478	3470	-1	-1
32945	0	28665	-1	-1	-1	-1	-1	-1	-1	1	2	-1	-1	28665	-1	3479	3448	-1	-1
64467	0	33301	-1	-1	-1	-1	1	-1	-1	4	2	136	-1	33301	-1	3482	3408	-1	-1
30198	0	60010	-1	86	52235	60010	2	-1	-1	2	2	86	-1	65	-1	3484	3175	-1	-1
62797	0	19936	-1	-1	-1	-1	-1	-1	-1	0	2	518	-1	19936	-1	3485	126	-1	-1
34027	1145	33973	25536	-1	-1	-1	-1	9	3827	1	1	527	41954	49111	-1	3486	-1	-1	-1
55959	0	53346	-1	164	1506	53346	2	-1	-1	16	2	164	-1	61358	-1	3492	3448	-1	-1
25078	0	2600	-1	-1	-1	-1	-1	-1	-1	1	2	266	-1	2600	-1	3502	3486	-1	-1
7452	4744	46522	43470	16587	57807	50142	-1	21	3509	15	1	507	47027	20908	8	3505	-1	-1	157
44410	0	31119	-1	-1	-1	-1	-1	-1	-1	5	2	404	-1	31119	-1	3506	3505	-1	-1
26961	0	46522	-1	102937	60087	46522	1	-1	-1	23	2	230	-1	11293	-1	3509	3505	-1	-1
17615	2914	53034	992	14860	48133	27703	3	7	3511	10	1	383	31079	48830	1	3510	-1	-1	-1
11013	0	39982	-1	122	54323	64725	1	-1	-1	17	2	91	-1	45703	-1	3511	3510	-1	-1
18177	316	35975	33690	517	51469	41688	-1	5	3552	5	1	517	27294	43093	-1	3512	-1	-1	-1
30042	0	15307	-1	505893	0	15307	-1	-1	-1	0	2	48	-1	25889	-1	3513	3470	-1	-1
24400	0	12703	-1	-1	-1	-1	-1	-1	-1	0	2	419	-1	12703	-1	3514	3486	-1	-1
37109	0	2837	-1	-1	-1	-1	-1	-1	-1	8	2	448	-1	2837	-1	3515	3510	-1	-1
25842	0	32593	-1	-1	-1	-1	-1	-1	-1	1	2	136	-1	32593	-1	3517	3486	-1	-1
59918	0	57808	-1	437	28586	57808	-1	-1	-1	5	2	437	-1	13073	-1	3518	3510	-1	-1
26602	0	13416	-1	448	54767	13416	-1	-1	-1	1	2	448	-1	51241	-1	3519	3486	-1	-1
30887	0	61995	-1	519	38848	61995	5	-1	-1	6	2	519	-1	10643	-1	3521	3400	-1	-1
6503	0	50088	-1	-1	-1	-1	-1	-1	-1	1	2	392	-1	50088	-1	3522	3486	-1	-1
29489	0	6626	-1	-1	-1	-1	1	-1	-1	12	2	443	-1	6626	-1	3523	3180	-1	-1
37846	0	34258	-1	-1	-1	-1	1	-1	-1	4	2	37	-1	34258	-1	3525	3510	-1	-1
3168	0	49271	-1	-1	-1	-1	-1	-1	-1	7	2	83	-1	49271	-1	3526	371	-1	-1
24623	0	55599	-1	-1	-1	-1	-1	-1	-1	1	2	121	-1	55599	-1	3527	3510	-1	-1
46194	0	10787	-1	-1	-1	-1	1	-1	-1	5	2	-1	-1	10787	-1	3529	3505	-1	-1
45925	4474	28309	29916	427763	0	55750	-1	2	3543	12	1	1388162	19012	8730	4	3530	-1	-1	-1
61105	0	23006	-1	-1	-1	-1	-1	-1	-1	4	2	529	-1	23006	-1	3531	1176	-1	-1
26387	0	10907	-1	-1	-1	-1	-1	-1	-1	1	2	26	-1	10907	-1	3533	3470	-1	-1
4315	0	45273	-1	-1	-1	-1	-1	-1	-1	1	2	533	-1	45273	-1	3534	313	-1	-1
18439	0	49315	-1	63550	0	49315	-1	-1	-1	0	2	383	-1	18595	-1	3535	3452	40236	-1
41789	0	58995	-1	63550	0	58995	1	-1	-1	1	2	91	-1	51434	-1	3538	3452	40236	-1
40782	0	4505	-1	86	52235	4505	-1	-1	-1	1	2	86	-1	15420	-1	3539	2968	-1	-1
45052	0	56981	-1	-1	-1	-1	1	-1	-1	19	2	399	-1	56981	-1	3543	3530	-1	-1
38403	3611	56074	7932	30	0	56074	-1	5	3561	4	1	30	33915	32040	2	3544	-1	-1	-1
56736	0	12387	-1	63550	54781	12387	4	-1	-1	39	2	116	-1	17703	-1	3546	3452	40236	-1
33826	0	15014	-1	-1	-1	-1	-1	-1	-1	0	2	357	-1	15014	-1	3548	3486	-1	-1
13117	0	40524	-1	63550	0	40524	1	-1	-1	0	2	83	-1	32281	-1	3549	1644	31397	-1
8241	0	32945	-1	-1	-1	-1	-1	-1	-1	1	2	35	-1	32945	-1	3550	3544	-1	-1
52363	0	13340	-1	-1	-1	-1	1	-1	-1	3	2	193	-1	13340	-1	3552	3512	-1	-1
48742	0	30036	-1	-1	-1	-1	1	-1	-1	0	2	-1	-1	30036	-1	3554	3505	-1	-1
47205	0	55648	-1	-1	-1	-1	-1	-1	-1	1	2	317	-1	55648	-1	3555	3544	-1	-1
21683	0	28999	-1	-1	-1	-1	-1	-1	-1	0	2	83	-1	28999	-1	3557	1644	31397	-1
42778	0	14422	-1	-1	-1	-1	-1	-1	-1	1	2	357	-1	14422	-1	3560	3385	-1	-1
19397	0	57249	-1	-1	-1	-1	1	-1	-1	5	2	71	-1	57249	-1	3561	3544	-1	-1
17244	0	21956	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	21956	-1	3563	484	-1	-1
54630	0	34832	-1	-1	-1	-1	-1	-1	-1	0	2	518	-1	34832	-1	3565	2968	-1	-1
57010	106	35465	57987	35	8351	41248	-1	3	3578	1	1	230	30749	44985	-1	3567	-1	-1	-1
30884	0	9549	-1	-1	-1	-1	-1	-1	-1	1	2	414	-1	9549	-1	3570	3512	-1	-1
51943	0	6590	-1	-1	-1	-1	-1	-1	-1	3	2	519	-1	6590	-1	3571	1610	-1	-1
53824	0	35465	-1	142162	0	35465	-1	-1	-1	0	2	414	-1	19285	-1	3574	3567	-1	-1
51214	0	59725	-1	142162	0	59725	-1	-1	-1	0	2	533	-1	38096	-1	3575	3567	-1	-1
24989	0	50993	-1	10897	31861	50993	5	-1	-1	48	2	534	-1	63318	-1	3576	1644	31397	-1
35228	0	57052	-1	-1	-1	-1	-1	-1	-1	3	2	383	-1	57052	-1	3578	3567	-1	-1
18092	0	41879	-1	-1	-1	-1	-1	-1	-1	0	2	538	-1	41879	-1	3579	888	54065	-1
19155	0	58670	-1	-1	-1	-1	-1	-1	-1	1	2	36	-1	58670	-1	3580	3544	-1	-1
29258	0	52726	-1	-1	-1	-1	1	-1	-1	17	2	91	-1	52726	-1	3581	3180	-1	-1
58433	0	29354	-1	-1	-1	-1	-1	-1	-1	1	2	383	-1	29354	-1	3583	3512	-1	-1
29026	18755	8898	44164	92	1536	2987	-1	11	3601	18	1	124	30603	42412	4	3585	-1	-1	-1
58932	0	32439	-1	-1	-1	-1	-1	-1	-1	31	2	124	-1	32439	-1	3586	3585	-1	-1
5921	0	28674	-1	92837	0	28674	-1	-1	-1	1	2	537	-1	48816	-1	3588	3585	-1	-1
56392	5198	18817	50020	15401	37679	18817	-1	4	3609	6	1	44	21310	10109	1	3589	-1	-1	-1
13791	0	36204	-1	-1	-1	-1	-1	-1	-1	0	2	423	-1	36204	-1	3590	3589	-1	-1
21991	0	15445	-1	63550	0	15445	-1	-1	-1	0	2	377	-1	55870	-1	3591	484	-1	-1
47777	0	42980	-1	-1	-1	-1	-1	-1	-1	1	2	399	-1	42980	-1	3592	899	11424	-1
30830	0	30612	-1	-1	-1	-1	-1	-1	-1	0	2	527	-1	30612	-1	3593	3486	-1	-1
62977	323	60572	12258	21234	0	60572	-1	4	4825	3	1	539	35450	77	-1	3594	-1	-1	37833
34102	0	37741	-1	-1	-1	-1	1	-1	-1	2	2	35	-1	37741	-1	3600	3512	-1	-1
